tabla,fila_index,customerkey,columna_diferente,valor_postgres,valor_sqlserver
dim_customer,88,11088,birthdate,1957-11-25Z,1963-05-25
dim_customer,89,11089,birthdate,1957-02-05Z,1962-08-05
dim_customer,90,11090,birthdate,1957-12-17Z,1968-12-13
dim_customer,91,11091,birthdate,1957-04-04Z,1962-10-02
dim_customer,92,11092,birthdate,1967-05-06Z,1972-11-02
dim_customer,93,11093,birthdate,1967-09-10Z,1978-09-06
dim_customer,94,11094,birthdate,1962-04-01Z,1967-09-29
dim_customer,95,11095,birthdate,1962-09-01Z,1968-02-29
dim_customer,96,11096,birthdate,1962-08-10Z,1968-02-07
dim_customer,97,11097,birthdate,1961-10-27Z,1972-10-23
dim_customer,98,11098,birthdate,1961-05-01Z,1966-10-29
dim_customer,99,11099,birthdate,1961-03-08Z,1966-09-05
dim_customer,100,11100,birthdate,1960-09-15Z,1966-03-15
dim_customer,101,11101,birthdate,1965-05-08Z,1970-11-05
dim_customer,102,11102,birthdate,1965-04-21Z,1970-10-19
dim_customer,103,11103,birthdate,1964-10-17Z,1981-04-12
dim_customer,104,11104,birthdate,1964-03-11Z,1975-03-08
dim_customer,105,11105,birthdate,1964-12-28Z,1970-06-27
dim_customer,106,11106,birthdate,1964-09-11Z,1970-03-11
dim_customer,107,11107,birthdate,1959-09-09Z,1976-03-04
dim_customer,108,11108,birthdate,1963-07-14Z,1969-01-10
dim_customer,109,11109,birthdate,1963-11-05Z,1980-04-30
dim_customer,110,11110,birthdate,1962-06-06Z,1967-12-04
dim_customer,111,11111,birthdate,1962-02-23Z,1967-08-23
dim_customer,112,11112,birthdate,1962-09-09Z,1968-03-08
dim_customer,113,11113,birthdate,1962-02-21Z,1973-02-17
dim_customer,114,11114,birthdate,1962-05-28Z,1967-11-25
dim_customer,115,11115,birthdate,1962-02-12Z,1967-08-12
dim_customer,116,11116,birthdate,1962-10-07Z,1979-04-02
dim_customer,117,11117,birthdate,1961-02-21Z,1966-08-21
dim_customer,118,11118,birthdate,1957-07-03Z,1962-12-31
dim_customer,119,11119,birthdate,1935-04-10Z,1940-10-07
dim_customer,120,11120,birthdate,1936-08-09Z,1942-02-06
dim_customer,121,11121,birthdate,1960-11-18Z,1966-05-18
dim_customer,122,11122,birthdate,1960-04-02Z,1965-09-30
dim_customer,123,11123,birthdate,1960-06-20Z,1965-12-18
dim_customer,124,11124,birthdate,1957-07-27Z,1968-07-23
dim_customer,125,11125,birthdate,1956-04-08Z,1961-10-06
dim_customer,126,11126,birthdate,1949-04-07Z,1954-10-05
dim_customer,127,11127,birthdate,1975-10-21Z,1981-04-19
dim_customer,128,11128,birthdate,1975-12-05Z,1981-06-03
dim_customer,129,11129,birthdate,1975-08-05Z,1981-02-01
dim_customer,130,11130,birthdate,1980-01-06Z,1985-07-05
dim_customer,131,11131,birthdate,1980-03-12Z,1985-09-09
dim_customer,132,11132,birthdate,1980-10-26Z,1986-04-25
dim_customer,133,11133,birthdate,1980-09-08Z,1986-03-08
dim_customer,134,11134,birthdate,1946-02-26Z,1957-02-22
dim_customer,135,11135,birthdate,1979-11-03Z,1985-05-02
dim_customer,136,11136,birthdate,1978-10-26Z,1984-04-24
dim_customer,137,11137,birthdate,1978-07-20Z,1984-01-17
dim_customer,138,11138,birthdate,1978-09-15Z,1984-03-14
dim_customer,139,11139,birthdate,1938-11-09Z,1949-11-05
dim_customer,140,11140,birthdate,1977-02-11Z,1982-08-11
dim_customer,141,11141,birthdate,1977-06-21Z,1982-12-19
dim_customer,142,11142,birthdate,1977-08-14Z,1983-02-11
dim_customer,143,11143,birthdate,1977-02-04Z,1982-08-04
dim_customer,144,11144,birthdate,1979-09-09Z,1985-03-08
dim_customer,145,11145,birthdate,1979-12-08Z,1985-06-06
dim_customer,146,11146,birthdate,1939-08-26Z,1945-02-22
dim_customer,147,11147,birthdate,1939-02-05Z,1944-08-04
dim_customer,148,11148,birthdate,1941-08-16Z,1947-02-13
dim_customer,149,11149,birthdate,1941-04-20Z,1946-10-18
dim_customer,150,11150,birthdate,1941-03-15Z,1946-09-12
dim_customer,151,11151,birthdate,1942-02-25Z,1947-08-25
dim_customer,152,11152,birthdate,1976-01-10Z,1981-07-09
dim_customer,153,11153,birthdate,1976-06-23Z,1981-12-21
dim_customer,154,11154,birthdate,1976-08-21Z,1982-02-18
dim_customer,155,11155,birthdate,1976-01-26Z,1981-07-25
dim_customer,156,11156,birthdate,1976-02-07Z,1981-08-06
dim_customer,157,11157,birthdate,1975-06-11Z,1980-12-08
dim_customer,158,11158,birthdate,1975-10-08Z,1981-04-06
dim_customer,159,11159,birthdate,1975-09-17Z,1981-03-16
dim_customer,160,11160,birthdate,1974-01-08Z,1979-07-08
dim_customer,161,11161,birthdate,1974-04-22Z,1979-10-20
dim_customer,162,11162,birthdate,1974-03-05Z,1979-09-02
dim_customer,163,11163,birthdate,1974-12-20Z,1980-06-18
dim_customer,164,11164,birthdate,1974-05-05Z,1979-11-02
dim_customer,165,11165,birthdate,1973-07-18Z,1979-01-15
dim_customer,166,11166,birthdate,1972-04-24Z,1977-10-22
dim_customer,167,11167,birthdate,1972-08-01Z,1978-01-29
dim_customer,168,11168,birthdate,1968-05-15Z,1973-11-12
dim_customer,169,11169,birthdate,1968-06-22Z,1973-12-20
dim_customer,170,11170,birthdate,1968-02-05Z,1973-08-04
dim_customer,171,11171,birthdate,1967-10-09Z,1978-10-05
dim_customer,172,11172,birthdate,1967-11-21Z,1973-05-20
dim_customer,173,11173,birthdate,1967-09-01Z,1973-02-28
dim_customer,174,11174,birthdate,1967-07-13Z,1973-01-09
dim_customer,175,11175,birthdate,1963-03-05Z,1968-09-01
dim_customer,176,11176,birthdate,1968-01-25Z,1979-01-21
dim_customer,177,11177,birthdate,1942-07-04Z,1948-01-01
dim_customer,178,11178,birthdate,1943-08-24Z,1954-08-20
dim_customer,179,11179,birthdate,1943-06-14Z,1959-12-08
dim_customer,180,11180,birthdate,1943-01-02Z,1948-07-01
dim_customer,181,11181,birthdate,1943-08-08Z,1960-02-01
dim_customer,182,11182,birthdate,1944-08-25Z,1950-02-22
dim_customer,183,11183,birthdate,1944-07-15Z,1950-01-12
dim_customer,184,11184,birthdate,1944-11-16Z,1955-11-13
dim_customer,185,11185,birthdate,1944-10-08Z,1950-04-07
dim_customer,186,11186,birthdate,1944-05-21Z,1949-11-18
dim_customer,187,11187,birthdate,1944-02-22Z,1949-08-21
dim_customer,188,11188,birthdate,1944-09-06Z,1950-03-06
dim_customer,189,11189,birthdate,1944-07-15Z,1950-01-12
dim_customer,190,11190,birthdate,1944-06-22Z,1949-12-20
dim_customer,191,11191,birthdate,1945-12-18Z,1951-06-17
dim_customer,192,11192,birthdate,1945-09-13Z,1951-03-13
dim_customer,193,11193,birthdate,1945-02-13Z,1950-08-13
dim_customer,194,11194,birthdate,1945-06-10Z,1950-12-08
dim_customer,195,11195,birthdate,1946-02-10Z,1951-08-10
dim_customer,196,11196,birthdate,1946-06-07Z,1951-12-05
dim_customer,197,11197,birthdate,1946-06-18Z,1951-12-16
dim_customer,198,11198,birthdate,1946-11-26Z,1952-05-25
dim_customer,199,11199,birthdate,1946-11-06Z,1957-11-02
dim_customer,200,11200,birthdate,1947-11-22Z,1953-05-21
dim_customer,201,11201,birthdate,1947-08-18Z,1953-02-14
dim_customer,202,11202,birthdate,1947-08-26Z,1958-08-22
dim_customer,203,11203,birthdate,1948-08-21Z,1959-08-18
dim_customer,204,11204,birthdate,1948-06-01Z,1953-11-29
dim_customer,205,11205,birthdate,1948-07-24Z,1954-01-21
dim_customer,206,11206,birthdate,1948-09-24Z,1954-03-24
dim_customer,207,11207,birthdate,1948-07-19Z,1954-01-16
dim_customer,208,11208,birthdate,1948-02-04Z,1953-08-03
dim_customer,209,11209,birthdate,1948-01-13Z,1953-07-12
dim_customer,210,11210,birthdate,1948-06-08Z,1953-12-06
dim_customer,211,11211,birthdate,1949-10-12Z,1960-10-08
dim_customer,212,11212,birthdate,1949-11-05Z,1955-05-05
dim_customer,213,11213,birthdate,1949-05-14Z,1954-11-11
dim_customer,214,11214,birthdate,1949-11-07Z,1955-05-07
dim_customer,215,11215,birthdate,1950-06-21Z,1961-06-17
dim_customer,216,11216,birthdate,1950-05-20Z,1955-11-17
dim_customer,217,11217,birthdate,1950-02-11Z,1955-08-11
dim_customer,218,11218,birthdate,1950-09-11Z,1961-09-07
dim_customer,219,11219,birthdate,1950-12-02Z,1956-05-31
dim_customer,220,11220,birthdate,1950-02-23Z,1961-02-19
dim_customer,221,11221,birthdate,1950-06-10Z,1955-12-08
dim_customer,222,11222,birthdate,1950-08-17Z,1956-02-14
dim_customer,223,11223,birthdate,1951-09-16Z,1957-03-15
dim_customer,224,11224,birthdate,1951-09-06Z,1957-03-05
dim_customer,225,11225,birthdate,1951-02-16Z,1962-02-12
dim_customer,226,11226,birthdate,1951-09-27Z,1962-09-23
dim_customer,227,11227,birthdate,1951-08-12Z,1962-08-08
dim_customer,228,11228,birthdate,1951-04-19Z,1956-10-16
dim_customer,229,11229,birthdate,1951-12-03Z,1957-06-01
dim_customer,230,11230,birthdate,1951-04-03Z,1956-09-30
dim_customer,231,11231,birthdate,1952-11-14Z,1963-11-11
dim_customer,232,11232,birthdate,1952-09-27Z,1958-03-27
dim_customer,233,11233,birthdate,1952-09-09Z,1963-09-06
dim_customer,234,11234,birthdate,1952-11-19Z,1958-05-19
dim_customer,235,11235,birthdate,1952-02-08Z,1957-08-07
dim_customer,236,11236,birthdate,1952-03-05Z,1957-09-02
dim_customer,237,11237,birthdate,1958-09-23Z,1964-03-22
dim_customer,238,11238,birthdate,1958-08-10Z,1964-02-07
dim_customer,239,11239,birthdate,1958-10-06Z,1969-10-02
dim_customer,240,11240,birthdate,1958-12-11Z,1964-06-09
dim_customer,241,11241,birthdate,1957-10-11Z,1974-04-06
dim_customer,242,11242,birthdate,1957-11-11Z,1963-05-11
dim_customer,243,11243,birthdate,1957-10-09Z,1963-04-08
dim_customer,244,11244,birthdate,1957-11-26Z,1968-11-22
dim_customer,245,11245,birthdate,1956-10-27Z,1962-04-26
dim_customer,246,11246,birthdate,1956-10-09Z,1962-04-08
dim_customer,247,11247,birthdate,1956-06-06Z,1961-12-04
dim_customer,248,11248,birthdate,1955-03-26Z,1966-03-22
dim_customer,249,11249,birthdate,1955-07-13Z,1966-07-09
dim_customer,250,11250,birthdate,1955-03-12Z,1966-03-08
dim_customer,251,11251,birthdate,1932-07-04Z,1938-01-01
dim_customer,252,11252,birthdate,1932-06-07Z,1937-12-05
dim_customer,253,11253,birthdate,1933-02-28Z,1949-08-24
dim_customer,254,11254,birthdate,1933-03-03Z,1938-08-31
dim_customer,255,11255,birthdate,1933-04-04Z,1938-10-02
dim_customer,256,11256,birthdate,1933-09-20Z,1939-03-20
dim_customer,257,11257,birthdate,1933-01-06Z,1938-07-06
dim_customer,258,11258,birthdate,1933-06-28Z,1938-12-26
dim_customer,259,11259,birthdate,1965-03-27Z,1970-09-24
dim_customer,260,11260,birthdate,1965-04-12Z,1976-04-08
dim_customer,261,11261,birthdate,1965-04-24Z,1970-10-22
dim_customer,262,11262,birthdate,1964-05-04Z,1975-05-01
dim_customer,263,11263,birthdate,1964-09-11Z,1970-03-11
dim_customer,264,11264,birthdate,1964-06-17Z,1969-12-15
dim_customer,265,11265,birthdate,1964-07-13Z,1970-01-10
dim_customer,266,11266,birthdate,1964-05-05Z,1969-11-02
dim_customer,267,11267,birthdate,1964-10-02Z,1975-09-29
dim_customer,268,11268,birthdate,1964-05-03Z,1969-10-31
dim_customer,269,11269,birthdate,1964-10-13Z,1975-10-10
dim_customer,270,11270,birthdate,1964-05-04Z,1975-05-01
dim_customer,271,11271,birthdate,1964-06-05Z,1969-12-03
dim_customer,272,11272,birthdate,1956-11-10Z,1962-05-10
dim_customer,273,11273,birthdate,1956-10-01Z,1962-03-31
dim_customer,274,11274,birthdate,1934-04-12Z,1939-10-10
dim_customer,275,11275,birthdate,1934-01-18Z,1939-07-18
dim_customer,276,11276,birthdate,1963-09-19Z,1974-09-15
dim_customer,277,11277,birthdate,1963-06-10Z,1968-12-07
dim_customer,278,11278,birthdate,1963-08-20Z,1969-02-16
dim_customer,279,11279,birthdate,1963-09-12Z,1974-09-08
dim_customer,280,11280,birthdate,1963-08-21Z,1969-02-17
dim_customer,281,11281,birthdate,1963-10-10Z,1974-10-06
dim_customer,282,11282,birthdate,1962-01-16Z,1967-07-16
dim_customer,283,11283,birthdate,1962-10-26Z,1968-04-24
dim_customer,284,11284,birthdate,1962-03-27Z,1967-09-24
dim_customer,285,11285,birthdate,1962-03-19Z,1973-03-15
dim_customer,286,11286,birthdate,1962-03-03Z,1967-08-31
dim_customer,287,11287,birthdate,1961-01-16Z,1966-07-16
dim_customer,288,11288,birthdate,1961-09-16Z,1978-03-12
dim_customer,289,11289,birthdate,1961-03-07Z,1972-03-03
dim_customer,290,11290,birthdate,1961-08-18Z,1972-08-14
dim_customer,291,11291,birthdate,1961-05-05Z,1972-05-01
dim_customer,292,11292,birthdate,1961-11-05Z,1967-05-05
dim_customer,293,11293,birthdate,1955-05-27Z,1960-11-23
dim_customer,294,11294,birthdate,1955-09-03Z,1961-03-02
dim_customer,295,11295,birthdate,1954-05-16Z,1959-11-13
dim_customer,296,11296,birthdate,1935-10-07Z,1941-04-05
dim_customer,297,11297,birthdate,1935-02-02Z,1940-08-01
dim_customer,298,11298,birthdate,1935-03-03Z,1940-08-30
dim_customer,299,11299,birthdate,1936-04-01Z,1941-09-29
dim_customer,300,11300,birthdate,1960-03-03Z,1965-08-31
dim_customer,301,11301,birthdate,1960-06-09Z,1965-12-07
dim_customer,302,11302,birthdate,1960-12-12Z,1971-12-09
dim_customer,303,11303,birthdate,1960-10-11Z,1966-04-10
dim_customer,304,11304,birthdate,1960-03-17Z,1971-03-14
dim_customer,305,11305,birthdate,1960-06-19Z,1965-12-17
dim_customer,306,11306,birthdate,1960-06-22Z,1965-12-20
dim_customer,307,11307,birthdate,1954-11-04Z,1965-10-31
dim_customer,308,11308,birthdate,1954-03-05Z,1959-09-02
dim_customer,309,11309,birthdate,1954-06-12Z,1959-12-10
dim_customer,310,11310,birthdate,1953-07-09Z,1964-07-05
dim_customer,311,11311,birthdate,1953-08-24Z,1959-02-21
dim_customer,312,11312,birthdate,1953-04-03Z,1958-10-01
dim_customer,313,11313,birthdate,1953-02-27Z,1958-08-27
dim_customer,314,11314,birthdate,1953-12-21Z,1970-06-16
dim_customer,315,11315,birthdate,1953-10-01Z,1959-03-31
dim_customer,316,11316,birthdate,1953-11-17Z,1959-05-17
dim_customer,317,11317,birthdate,1952-09-17Z,1963-09-14
dim_customer,318,11318,birthdate,1952-10-26Z,1958-04-25
dim_customer,319,11319,birthdate,1937-04-27Z,1948-04-23
dim_customer,320,11320,birthdate,1937-06-26Z,1942-12-24
dim_customer,321,11321,birthdate,1938-07-08Z,1944-01-05
dim_customer,322,11322,birthdate,1938-03-15Z,1943-09-12
dim_customer,323,11323,birthdate,1938-06-20Z,1943-12-18
dim_customer,324,11324,birthdate,1939-05-14Z,1944-11-10
dim_customer,325,11325,birthdate,1939-07-02Z,1944-12-29
dim_customer,326,11326,birthdate,1939-06-26Z,1944-12-23
dim_customer,327,11327,birthdate,1940-03-04Z,1945-09-01
dim_customer,328,11328,birthdate,1940-01-01Z,1945-06-30
dim_customer,329,11329,birthdate,1940-07-25Z,1946-01-22
dim_customer,330,11330,birthdate,1940-05-13Z,1945-11-10
dim_customer,331,11331,birthdate,1968-07-06Z,1974-01-03
dim_customer,332,11332,birthdate,1962-10-04Z,1968-04-02
dim_customer,333,11333,birthdate,1962-07-10Z,1968-01-07
dim_customer,334,11334,birthdate,1961-03-22Z,1966-09-19
dim_customer,335,11335,birthdate,1961-06-24Z,1977-12-18
dim_customer,336,11336,birthdate,1962-03-12Z,1973-03-08
dim_customer,337,11337,birthdate,1961-09-21Z,1967-03-21
dim_customer,338,11338,birthdate,1961-08-10Z,1972-08-06
dim_customer,339,11339,birthdate,1961-07-08Z,1967-01-05
dim_customer,340,11340,birthdate,1936-04-06Z,1947-04-03
dim_customer,341,11341,birthdate,1936-08-21Z,1942-02-18
dim_customer,342,11342,birthdate,1962-03-11Z,1973-03-07
dim_customer,343,11343,birthdate,1958-09-13Z,1975-03-09
dim_customer,344,11344,birthdate,1957-07-24Z,1963-01-21
dim_customer,345,11345,birthdate,1957-03-12Z,1962-09-09
dim_customer,346,11346,birthdate,1955-05-22Z,1966-05-18
dim_customer,347,11347,birthdate,1955-12-23Z,1972-06-17
dim_customer,348,11348,birthdate,1955-09-22Z,1961-03-21
dim_customer,349,11349,birthdate,1954-09-03Z,1965-08-30
dim_customer,350,11350,birthdate,1937-01-14Z,1942-07-14
dim_customer,351,11351,birthdate,1939-04-06Z,1950-04-02
dim_customer,352,11352,birthdate,1940-03-07Z,1945-09-04
dim_customer,353,11353,birthdate,1941-06-11Z,1946-12-09
dim_customer,354,11354,birthdate,1942-02-23Z,1947-08-23
dim_customer,355,11355,birthdate,1942-12-28Z,1948-06-26
dim_customer,356,11356,birthdate,1980-05-27Z,1985-11-24
dim_customer,357,11357,birthdate,1979-03-23Z,1984-09-19
dim_customer,358,11358,birthdate,1978-11-11Z,1984-05-10
dim_customer,359,11359,birthdate,1978-09-04Z,1984-03-03
dim_customer,360,11360,birthdate,1978-08-02Z,1984-01-30
dim_customer,361,11361,birthdate,1977-04-28Z,1982-10-26
dim_customer,362,11362,birthdate,1977-11-11Z,1983-05-11
dim_customer,363,11363,birthdate,1977-10-20Z,1983-04-19
dim_customer,364,11364,birthdate,1979-09-23Z,1985-03-22
dim_customer,365,11365,birthdate,1979-06-09Z,1984-12-06
dim_customer,366,11366,birthdate,1979-10-25Z,1985-04-23
dim_customer,367,11367,birthdate,1979-02-22Z,1984-08-21
dim_customer,368,11368,birthdate,1978-11-25Z,1984-05-24
dim_customer,369,11369,birthdate,1978-08-04Z,1984-02-01
dim_customer,370,11370,birthdate,1978-04-01Z,1983-09-29
dim_customer,371,11371,birthdate,1978-05-27Z,1983-11-24
dim_customer,372,11372,birthdate,1978-05-15Z,1983-11-12
dim_customer,373,11373,birthdate,1943-09-20Z,1954-09-16
dim_customer,374,11374,birthdate,1943-06-28Z,1948-12-25
dim_customer,375,11375,birthdate,1943-05-09Z,1948-11-05
dim_customer,376,11376,birthdate,1943-06-10Z,1948-12-07
dim_customer,377,11377,birthdate,1961-02-23Z,1966-08-23
dim_customer,378,11378,birthdate,1960-05-22Z,1965-11-19
dim_customer,379,11379,birthdate,1959-11-18Z,1976-05-13
dim_customer,380,11380,birthdate,1959-03-02Z,1964-08-29
dim_customer,381,11381,birthdate,1959-08-22Z,1970-08-18
dim_customer,382,11382,birthdate,1958-01-19Z,1974-07-15
dim_customer,383,11383,birthdate,1960-08-28Z,1966-02-25
dim_customer,384,11384,birthdate,1960-10-16Z,1971-10-13
dim_customer,385,11385,birthdate,1960-08-11Z,1971-08-08
dim_customer,386,11386,birthdate,1960-11-05Z,1971-11-02
dim_customer,387,11387,birthdate,1959-06-02Z,1964-11-29
dim_customer,388,11388,birthdate,1959-07-24Z,1965-01-20
dim_customer,389,11389,birthdate,1970-04-24Z,1981-04-20
dim_customer,390,11390,birthdate,1970-10-19Z,1976-04-17
dim_customer,391,11391,birthdate,1970-12-27Z,1976-06-25
dim_customer,392,11392,birthdate,1970-02-07Z,1981-02-03
dim_customer,393,11393,birthdate,1969-01-17Z,1974-07-17
dim_customer,394,11394,birthdate,1969-10-23Z,1975-04-22
dim_customer,395,11395,birthdate,1970-10-18Z,1976-04-16
dim_customer,396,11396,birthdate,1969-10-05Z,1975-04-04
dim_customer,397,11397,birthdate,1969-06-04Z,1974-12-02
dim_customer,398,11398,birthdate,1969-09-09Z,1975-03-09
dim_customer,399,11399,birthdate,1969-08-04Z,1975-02-01
dim_customer,400,11400,birthdate,1969-04-19Z,1980-04-15
dim_customer,401,11401,birthdate,1969-08-26Z,1975-02-23
dim_customer,402,11402,birthdate,1969-11-20Z,1975-05-20
dim_customer,403,11403,birthdate,1969-01-09Z,1980-01-06
dim_customer,404,11404,birthdate,1952-01-01Z,1957-06-30
dim_customer,405,11405,birthdate,1952-02-17Z,1957-08-16
dim_customer,406,11406,birthdate,1952-07-03Z,1957-12-31
dim_customer,407,11407,birthdate,1952-04-02Z,1957-09-30
dim_customer,408,11408,birthdate,1953-05-14Z,1964-05-10
dim_customer,409,11409,birthdate,1968-03-05Z,1979-03-02
dim_customer,410,11410,birthdate,1968-08-25Z,1974-02-22
dim_customer,411,11411,birthdate,1954-02-12Z,1959-08-12
dim_customer,412,11412,birthdate,1954-04-09Z,1959-10-07
dim_customer,413,11413,birthdate,1954-04-15Z,1959-10-13
dim_customer,414,11414,birthdate,1954-03-18Z,1959-09-15
dim_customer,415,11415,birthdate,1944-06-05Z,1949-12-03
dim_customer,416,11416,birthdate,1945-03-19Z,1950-09-16
dim_customer,417,11417,birthdate,1945-02-26Z,1950-08-26
dim_customer,418,11418,birthdate,1945-02-09Z,1950-08-09
dim_customer,419,11419,birthdate,1945-02-18Z,1950-08-18
dim_customer,420,11420,birthdate,1946-07-12Z,1952-01-09
dim_customer,421,11421,birthdate,1946-07-19Z,1952-01-16
dim_customer,422,11422,birthdate,1946-09-01Z,1952-02-29
dim_customer,423,11423,birthdate,1954-11-05Z,1960-05-04
dim_customer,424,11424,birthdate,1953-12-07Z,1964-12-03
dim_customer,425,11425,birthdate,1954-08-06Z,1965-08-02
dim_customer,426,11426,birthdate,1953-10-02Z,1959-04-01
dim_customer,427,11427,birthdate,1953-12-18Z,1959-06-17
dim_customer,428,11428,birthdate,1953-08-22Z,1959-02-19
dim_customer,429,11429,birthdate,1952-07-16Z,1958-01-13
dim_customer,430,11430,birthdate,1952-03-24Z,1957-09-21
dim_customer,431,11431,birthdate,1952-10-27Z,1974-10-20
dim_customer,432,11432,birthdate,1951-09-11Z,1957-03-10
