tabla,fila_index,salesordernumber,salesorderlinenumber,columna_diferente,valor_postgres,valor_sqlserver
fact_internet_sales,42,SO43739,1,duedatekey,20110622,20110120
fact_internet_sales,43,SO43740,1,duedatekey,20110622,20110120
fact_internet_sales,44,SO43741,1,duedatekey,20110623,20110121
fact_internet_sales,45,SO43742,1,duedatekey,20110623,20110121
fact_internet_sales,46,SO43743,1,duedatekey,20110623,20110121
fact_internet_sales,47,SO43744,1,duedatekey,20110623,20110121
fact_internet_sales,48,SO43745,1,duedatekey,20110624,20110122
fact_internet_sales,49,SO43746,1,duedatekey,20110624,20110122
fact_internet_sales,50,SO43747,1,duedatekey,20110625,20110123
fact_internet_sales,51,SO43748,1,duedatekey,20110625,20110123
fact_internet_sales,52,SO43749,1,duedatekey,20110625,20110123
fact_internet_sales,53,SO43750,1,duedatekey,20110625,20110123
fact_internet_sales,54,SO43751,1,duedatekey,20110625,20110123
fact_internet_sales,55,SO43752,1,duedatekey,20110625,20110123
fact_internet_sales,56,SO43753,1,duedatekey,20110625,20110123
fact_internet_sales,57,SO43754,1,duedatekey,20110626,20110124
fact_internet_sales,58,SO43755,1,duedatekey,20110626,20110124
fact_internet_sales,59,SO43756,1,duedatekey,20110626,20110124
fact_internet_sales,60,SO43757,1,duedatekey,20110626,20110124
fact_internet_sales,61,SO43758,1,duedatekey,20110627,20110125
fact_internet_sales,62,SO43759,1,duedatekey,20110627,20110125
fact_internet_sales,63,SO43760,1,duedatekey,20110627,20110125
fact_internet_sales,64,SO43761,1,duedatekey,20110627,20110125
fact_internet_sales,65,SO43762,1,duedatekey,20110628,20110126
fact_internet_sales,66,SO43763,1,duedatekey,20110628,20110126
fact_internet_sales,67,SO43764,1,duedatekey,20110628,20110126
fact_internet_sales,68,SO43765,1,duedatekey,20110628,20110126
fact_internet_sales,69,SO43766,1,duedatekey,20110629,20110127
fact_internet_sales,70,SO43767,1,duedatekey,20110629,20110127
fact_internet_sales,71,SO43768,1,duedatekey,20110630,20110128
fact_internet_sales,72,SO43769,1,duedatekey,20110630,20110128
fact_internet_sales,73,SO43770,1,duedatekey,20110630,20110128
fact_internet_sales,74,SO43771,1,duedatekey,20110630,20110128
fact_internet_sales,75,SO43772,1,duedatekey,20110630,20110128
fact_internet_sales,76,SO43773,1,duedatekey,20110630,20110128
fact_internet_sales,77,SO43774,1,duedatekey,20110630,20110128
fact_internet_sales,78,SO43775,1,duedatekey,20110630,20110128
fact_internet_sales,79,SO43776,1,duedatekey,20110701,20110129
fact_internet_sales,80,SO43777,1,duedatekey,20110701,20110129
fact_internet_sales,81,SO43778,1,duedatekey,20110701,20110129
fact_internet_sales,82,SO43779,1,duedatekey,20110701,20110129
fact_internet_sales,83,SO43780,1,duedatekey,20110702,20110130
fact_internet_sales,84,SO43781,1,duedatekey,20110702,20110130
fact_internet_sales,85,SO43782,1,duedatekey,20110702,20110130
fact_internet_sales,86,SO43783,1,duedatekey,20110702,20110130
fact_internet_sales,87,SO43784,1,duedatekey,20110703,20110131
fact_internet_sales,88,SO43785,1,duedatekey,20110703,20110131
fact_internet_sales,89,SO43786,1,duedatekey,20110703,20110131
fact_internet_sales,90,SO43787,1,duedatekey,20110703,20110131
fact_internet_sales,91,SO43788,1,duedatekey,20110703,20110131
fact_internet_sales,92,SO43789,1,duedatekey,20110703,20110131
fact_internet_sales,93,SO43790,1,duedatekey,20110703,20110131
fact_internet_sales,94,SO43791,1,duedatekey,20110703,20110131
fact_internet_sales,95,SO43792,1,duedatekey,20110703,20110131
fact_internet_sales,96,SO43793,1,duedatekey,20110703,20110131
fact_internet_sales,97,SO43794,1,duedatekey,20110703,20110131
fact_internet_sales,98,SO43795,1,duedatekey,20110704,20110201
fact_internet_sales,99,SO43796,1,duedatekey,20110704,20110201
fact_internet_sales,2211,SO46681,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2212,SO46682,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2213,SO46683,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2225,SO46695,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2236,SO46706,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2240,SO46710,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2248,SO46718,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2249,SO46719,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2258,SO46728,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2266,SO46736,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2267,SO46737,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2268,SO46738,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2272,SO46742,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2277,SO46747,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2278,SO46748,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2279,SO46749,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2287,SO46757,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2294,SO46764,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2297,SO46767,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2305,SO46775,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2306,SO46776,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2307,SO46777,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2308,SO46778,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2316,SO46786,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2318,SO46788,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2319,SO46789,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2325,SO46795,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2326,SO46796,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2337,SO46807,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2338,SO46808,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2347,SO46817,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2350,SO46820,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2355,SO46825,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2356,SO46826,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2362,SO46832,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2363,SO46833,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2374,SO46844,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2375,SO46845,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2381,SO46851,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2392,SO46862,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2393,SO46863,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2405,SO46875,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2411,SO46881,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2413,SO46883,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2417,SO46887,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2424,SO46894,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2425,SO46895,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2433,SO46903,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2444,SO46914,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2445,SO46915,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2449,SO46919,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2450,SO46920,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2457,SO46927,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2458,SO46928,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2465,SO47074,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2466,SO47075,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2467,SO47076,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2471,SO47080,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2482,SO47091,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2487,SO47096,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2489,SO47098,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2491,SO47100,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2498,SO47107,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2503,SO47112,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2508,SO47117,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2509,SO47118,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2520,SO47129,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2525,SO47134,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2531,SO47140,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2534,SO47143,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2540,SO47149,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2543,SO47152,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2549,SO47158,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2550,SO47159,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2554,SO47163,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2555,SO47164,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2560,SO47169,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2563,SO47172,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2564,SO47173,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2565,SO47174,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2567,SO47176,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2573,SO47182,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2576,SO47185,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2587,SO47196,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2592,SO47201,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2593,SO47202,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2596,SO47205,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2602,SO47211,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2603,SO47212,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2607,SO47216,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2610,SO47219,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2611,SO47220,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2620,SO47229,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2622,SO47231,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2633,SO47242,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2643,SO47252,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2644,SO47253,1,extendedamount,2071.4197,2071.4196
fact_internet_sales,2646,SO47255,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2652,SO47261,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,2654,SO47263,1,extendedamount,2049.0981,2049.0982
fact_internet_sales,5428,SO51176,1,freight,61.3085,61.0838
fact_internet_sales,5429,SO51176,2,freight,61.3085,0.2248
fact_internet_sales,5430,SO51177,1,freight,31.246,30.3713
fact_internet_sales,5431,SO51177,2,freight,31.246,0.8748
fact_internet_sales,5432,SO51178,1,freight,58.3743,57.9998
fact_internet_sales,5433,SO51178,2,freight,58.3743,0.2498
fact_internet_sales,5434,SO51178,3,freight,58.3743,0.1248
fact_internet_sales,5435,SO51179,1,freight,65.9735,61.0838
fact_internet_sales,5436,SO51179,2,freight,65.9735,0.815
fact_internet_sales,5437,SO51179,3,freight,65.9735,0.0998
fact_internet_sales,5438,SO51179,4,freight,65.9735,3.975
fact_internet_sales,5439,SO51180,1,freight,63.5578,61.0838
fact_internet_sales,5440,SO51180,2,freight,63.5578,0.2248
fact_internet_sales,5441,SO51180,3,freight,63.5578,0.1248
fact_internet_sales,5442,SO51180,4,freight,63.5578,0.8748
fact_internet_sales,5443,SO51180,5,freight,63.5578,1.2498
fact_internet_sales,5444,SO51181,1,freight,62.8733,61.0838
fact_internet_sales,5445,SO51181,2,freight,62.8733,0.0998
fact_internet_sales,5446,SO51181,3,freight,62.8733,0.815
fact_internet_sales,5447,SO51181,4,freight,62.8733,0.8748
fact_internet_sales,5448,SO51182,1,freight,43.7745,42.5248
fact_internet_sales,5449,SO51182,2,freight,43.7745,1.2498
fact_internet_sales,5450,SO51183,1,freight,43.7745,42.5248
fact_internet_sales,5451,SO51183,2,freight,43.7745,1.2498
fact_internet_sales,5452,SO51184,1,freight,59.8743,57.9998
fact_internet_sales,5453,SO51184,2,freight,59.8743,0.875
fact_internet_sales,5454,SO51184,3,freight,59.8743,0.1248
fact_internet_sales,5455,SO51184,4,freight,59.8743,0.8748
fact_internet_sales,5456,SO51185,1,freight,19.4083,18.5588
fact_internet_sales,5457,SO51185,2,freight,19.4083,0.7248
fact_internet_sales,5458,SO51185,3,freight,19.4083,0.1248
fact_internet_sales,5460,SO51187,1,freight,14.037,13.4998
fact_internet_sales,5461,SO51187,2,freight,14.037,0.5373
fact_internet_sales,5463,SO51189,1,freight,62.5708,61.0838
fact_internet_sales,5464,SO51189,2,freight,62.5708,0.8748
fact_internet_sales,5465,SO51189,3,freight,62.5708,0.6123
fact_internet_sales,5466,SO51190,1,freight,43.2493,42.5248
fact_internet_sales,5467,SO51190,2,freight,43.2493,0.0998
fact_internet_sales,5468,SO51190,3,freight,43.2493,0.6248
fact_internet_sales,5469,SO51191,1,freight,58.624,57.3748
fact_internet_sales,5470,SO51191,2,freight,58.624,0.2498
fact_internet_sales,5471,SO51191,3,freight,58.624,0.1248
fact_internet_sales,5472,SO51191,4,freight,58.624,0.8748
fact_internet_sales,5473,SO51192,1,freight,58.2495,57.3748
fact_internet_sales,5474,SO51192,2,freight,58.2495,0.8748
fact_internet_sales,5475,SO51193,1,freight,57.9243,57.3748
fact_internet_sales,5476,SO51193,2,freight,57.9243,0.5495
fact_internet_sales,5477,SO51194,1,freight,58.799,57.3748
fact_internet_sales,5478,SO51194,2,freight,58.799,0.5495
fact_internet_sales,5479,SO51194,3,freight,58.799,0.8748
fact_internet_sales,5480,SO51195,1,freight,20.1118,19.2373
fact_internet_sales,5481,SO51195,2,freight,20.1118,0.1248
fact_internet_sales,5482,SO51195,3,freight,20.1118,0.7498
fact_internet_sales,5483,SO51196,1,freight,15.9738,13.4998
fact_internet_sales,5484,SO51196,2,freight,15.9738,0.2248
fact_internet_sales,5485,SO51196,3,freight,15.9738,0.1248
