tabla,salesordernumber,salesorderlinenumber,columna_diferente,valor_postgres,valor_sqlserver
fact_reseller_sales,SO46332,10,discountamount,297.49912499999994,297.4991
fact_reseller_sales,SO46334,4,discountamount,2362.4929999999995,2362.493
fact_reseller_sales,SO46334,5,discountamount,2082.4938749999997,2082.4939
fact_reseller_sales,SO46334,6,discountamount,2677.4921249999993,2677.4921
fact_reseller_sales,SO46334,9,discountamount,2379.9929999999995,2379.993
fact_reseller_sales,SO46334,10,discountamount,2362.4929999999995,2362.493
fact_reseller_sales,SO46334,12,discountamount,1771.8697499999996,1771.8698
fact_reseller_sales,SO46334,17,discountamount,2082.4938749999997,2082.4939
fact_reseller_sales,SO46334,23,discountamount,590.6232499999999,590.6233
fact_reseller_sales,SO46342,1,discountamount,594.9982499999999,594.9983
fact_reseller_sales,SO46342,3,discountamount,1487.4956249999996,1487.4956
fact_reseller_sales,SO46342,4,discountamount,1181.2464999999997,1181.2465
fact_reseller_sales,SO46342,7,discountamount,885.9348749999998,885.9349
fact_reseller_sales,SO46342,8,discountamount,885.9348749999998,885.9349
fact_reseller_sales,SO46342,9,discountamount,892.4973749999998,892.4974
fact_reseller_sales,SO46345,1,discountamount,1189.9964999999997,1189.9965
fact_reseller_sales,SO46345,3,discountamount,594.9982499999999,594.9983
fact_reseller_sales,SO46345,4,discountamount,1189.9964999999997,1189.9965
fact_reseller_sales,SO46345,5,discountamount,590.6232499999999,590.6233
fact_reseller_sales,SO46345,6,discountamount,15.200000000000001,15.2
fact_reseller_sales,SO46345,7,discountamount,1181.2464999999997,1181.2465
fact_reseller_sales,SO46345,9,discountamount,892.4973749999998,892.4974
fact_reseller_sales,SO46345,11,discountamount,590.6232499999999,590.6233
fact_reseller_sales,SO46346,2,discountamount,590.6232499999999,590.6233
fact_reseller_sales,SO46346,3,discountamount,295.31162499999994,295.3116
fact_reseller_sales,SO46346,5,discountamount,892.4973749999998,892.4974
fact_reseller_sales,SO46346,6,discountamount,1189.9964999999997,1189.9965
fact_reseller_sales,SO46346,8,discountamount,297.49912499999994,297.4991
fact_reseller_sales,SO46346,9,discountamount,590.6232499999999,590.6233
fact_reseller_sales,SO46346,10,discountamount,295.31162499999994,295.3116
fact_reseller_sales,SO46346,11,discountamount,594.9982499999999,594.9983
fact_reseller_sales,SO46348,2,discountamount,2657.8046249999993,2657.8046
fact_reseller_sales,SO46348,4,discountamount,1476.5581249999996,1476.5581
fact_reseller_sales,SO46348,10,discountamount,594.9982499999999,594.9983
fact_reseller_sales,SO46348,13,discountamount,885.9348749999998,885.9349
fact_reseller_sales,SO46348,14,discountamount,885.9348749999998,885.9349
fact_reseller_sales,SO46348,15,discountamount,892.4973749999998,892.4974
fact_reseller_sales,SO46348,17,discountamount,594.9982499999999,594.9983
fact_reseller_sales,SO46352,1,discountamount,590.6232499999999,590.6233
fact_reseller_sales,SO46352,2,discountamount,297.49912499999994,297.4991
fact_reseller_sales,SO46352,3,discountamount,885.9348749999998,885.9349
fact_reseller_sales,SO46352,4,discountamount,297.49912499999994,297.4991
fact_reseller_sales,SO46353,1,discountamount,590.6232499999999,590.6233
fact_reseller_sales,SO46353,4,discountamount,295.31162499999994,295.3116
fact_reseller_sales,SO46353,6,discountamount,885.9348749999998,885.9349
fact_reseller_sales,SO46353,7,discountamount,297.49912499999994,297.4991
fact_reseller_sales,SO46360,1,discountamount,885.9348749999998,885.9349
fact_reseller_sales,SO43659,1,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43659,2,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43659,3,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43659,4,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43659,5,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43659,6,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43659,7,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43659,8,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43659,9,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43659,10,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43659,11,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43659,12,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43660,1,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43660,2,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43661,1,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43661,2,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43661,3,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43661,4,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43661,5,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43661,6,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43661,7,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43661,8,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43661,9,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43661,10,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43661,11,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43661,12,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43661,13,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43661,14,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43661,15,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43662,1,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43662,2,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43662,3,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43662,4,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43662,5,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43662,6,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43662,7,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43662,8,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43662,9,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43662,10,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43662,11,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43662,12,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43662,13,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43662,14,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43662,15,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43662,16,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43662,17,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43662,18,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43662,19,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43662,20,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43662,21,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43662,22,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43663,1,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43664,1,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43664,2,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43664,3,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43664,4,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43664,5,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43664,6,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43664,7,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43664,8,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43665,1,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43665,2,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43665,3,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43665,4,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43665,5,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43665,6,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43665,7,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43665,8,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43665,9,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43665,10,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43666,1,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43666,2,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43666,3,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43666,4,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43666,5,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43666,6,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43667,1,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43667,2,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43667,3,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43667,4,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43668,1,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43668,2,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43668,3,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43668,4,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43668,5,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43668,6,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43668,7,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43668,8,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43668,9,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43668,10,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43668,11,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43668,12,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43668,13,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43668,14,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43668,15,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43668,16,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43668,17,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43668,18,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43668,19,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43668,20,duedate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_reseller_sales,SO43659,1,duedatekey,20110612,20110110
fact_reseller_sales,SO43659,2,duedatekey,20110612,20110110
fact_reseller_sales,SO43659,3,duedatekey,20110612,20110110
fact_reseller_sales,SO43659,4,duedatekey,20110612,20110110
fact_reseller_sales,SO43659,5,duedatekey,20110612,20110110
fact_reseller_sales,SO43659,6,duedatekey,20110612,20110110
fact_reseller_sales,SO43659,7,duedatekey,20110612,20110110
fact_reseller_sales,SO43659,8,duedatekey,20110612,20110110
fact_reseller_sales,SO43659,9,duedatekey,20110612,20110110
fact_reseller_sales,SO43659,10,duedatekey,20110612,20110110
fact_reseller_sales,SO43659,11,duedatekey,20110612,20110110
fact_reseller_sales,SO43659,12,duedatekey,20110612,20110110
fact_reseller_sales,SO43660,1,duedatekey,20110612,20110110
fact_reseller_sales,SO43660,2,duedatekey,20110612,20110110
fact_reseller_sales,SO43661,1,duedatekey,20110612,20110110
fact_reseller_sales,SO43661,2,duedatekey,20110612,20110110
fact_reseller_sales,SO43661,3,duedatekey,20110612,20110110
fact_reseller_sales,SO43661,4,duedatekey,20110612,20110110
fact_reseller_sales,SO43661,5,duedatekey,20110612,20110110
fact_reseller_sales,SO43661,6,duedatekey,20110612,20110110
fact_reseller_sales,SO43661,7,duedatekey,20110612,20110110
fact_reseller_sales,SO43661,8,duedatekey,20110612,20110110
fact_reseller_sales,SO43661,9,duedatekey,20110612,20110110
fact_reseller_sales,SO43661,10,duedatekey,20110612,20110110
fact_reseller_sales,SO43661,11,duedatekey,20110612,20110110
fact_reseller_sales,SO43661,12,duedatekey,20110612,20110110
fact_reseller_sales,SO43661,13,duedatekey,20110612,20110110
fact_reseller_sales,SO43661,14,duedatekey,20110612,20110110
fact_reseller_sales,SO43661,15,duedatekey,20110612,20110110
fact_reseller_sales,SO43662,1,duedatekey,20110612,20110110
fact_reseller_sales,SO43662,2,duedatekey,20110612,20110110
fact_reseller_sales,SO43662,3,duedatekey,20110612,20110110
fact_reseller_sales,SO43662,4,duedatekey,20110612,20110110
fact_reseller_sales,SO43662,5,duedatekey,20110612,20110110
fact_reseller_sales,SO43662,6,duedatekey,20110612,20110110
fact_reseller_sales,SO43662,7,duedatekey,20110612,20110110
fact_reseller_sales,SO43662,8,duedatekey,20110612,20110110
fact_reseller_sales,SO43662,9,duedatekey,20110612,20110110
fact_reseller_sales,SO43662,10,duedatekey,20110612,20110110
fact_reseller_sales,SO43662,11,duedatekey,20110612,20110110
fact_reseller_sales,SO43662,12,duedatekey,20110612,20110110
fact_reseller_sales,SO43662,13,duedatekey,20110612,20110110
fact_reseller_sales,SO43662,14,duedatekey,20110612,20110110
fact_reseller_sales,SO43662,15,duedatekey,20110612,20110110
fact_reseller_sales,SO43662,16,duedatekey,20110612,20110110
fact_reseller_sales,SO43662,17,duedatekey,20110612,20110110
fact_reseller_sales,SO43662,18,duedatekey,20110612,20110110
fact_reseller_sales,SO43662,19,duedatekey,20110612,20110110
fact_reseller_sales,SO43662,20,duedatekey,20110612,20110110
fact_reseller_sales,SO43662,21,duedatekey,20110612,20110110
fact_reseller_sales,SO43662,22,duedatekey,20110612,20110110
fact_reseller_sales,SO43663,1,duedatekey,20110612,20110110
fact_reseller_sales,SO43664,1,duedatekey,20110612,20110110
fact_reseller_sales,SO43664,2,duedatekey,20110612,20110110
fact_reseller_sales,SO43664,3,duedatekey,20110612,20110110
fact_reseller_sales,SO43664,4,duedatekey,20110612,20110110
fact_reseller_sales,SO43664,5,duedatekey,20110612,20110110
fact_reseller_sales,SO43664,6,duedatekey,20110612,20110110
fact_reseller_sales,SO43664,7,duedatekey,20110612,20110110
fact_reseller_sales,SO43664,8,duedatekey,20110612,20110110
fact_reseller_sales,SO43665,1,duedatekey,20110612,20110110
fact_reseller_sales,SO43665,2,duedatekey,20110612,20110110
fact_reseller_sales,SO43665,3,duedatekey,20110612,20110110
fact_reseller_sales,SO43665,4,duedatekey,20110612,20110110
fact_reseller_sales,SO43665,5,duedatekey,20110612,20110110
fact_reseller_sales,SO43665,6,duedatekey,20110612,20110110
fact_reseller_sales,SO43665,7,duedatekey,20110612,20110110
fact_reseller_sales,SO43665,8,duedatekey,20110612,20110110
fact_reseller_sales,SO43665,9,duedatekey,20110612,20110110
fact_reseller_sales,SO43665,10,duedatekey,20110612,20110110
fact_reseller_sales,SO43666,1,duedatekey,20110612,20110110
fact_reseller_sales,SO43666,2,duedatekey,20110612,20110110
fact_reseller_sales,SO43666,3,duedatekey,20110612,20110110
fact_reseller_sales,SO43666,4,duedatekey,20110612,20110110
fact_reseller_sales,SO43666,5,duedatekey,20110612,20110110
fact_reseller_sales,SO43666,6,duedatekey,20110612,20110110
fact_reseller_sales,SO43667,1,duedatekey,20110612,20110110
fact_reseller_sales,SO43667,2,duedatekey,20110612,20110110
fact_reseller_sales,SO43667,3,duedatekey,20110612,20110110
fact_reseller_sales,SO43667,4,duedatekey,20110612,20110110
fact_reseller_sales,SO43668,1,duedatekey,20110612,20110110
fact_reseller_sales,SO43668,2,duedatekey,20110612,20110110
fact_reseller_sales,SO43668,3,duedatekey,20110612,20110110
fact_reseller_sales,SO43668,4,duedatekey,20110612,20110110
fact_reseller_sales,SO43668,5,duedatekey,20110612,20110110
fact_reseller_sales,SO43668,6,duedatekey,20110612,20110110
fact_reseller_sales,SO43668,7,duedatekey,20110612,20110110
fact_reseller_sales,SO43668,8,duedatekey,20110612,20110110
fact_reseller_sales,SO43668,9,duedatekey,20110612,20110110
fact_reseller_sales,SO43668,10,duedatekey,20110612,20110110
fact_reseller_sales,SO43668,11,duedatekey,20110612,20110110
fact_reseller_sales,SO43668,12,duedatekey,20110612,20110110
fact_reseller_sales,SO43668,13,duedatekey,20110612,20110110
fact_reseller_sales,SO43668,14,duedatekey,20110612,20110110
fact_reseller_sales,SO43668,15,duedatekey,20110612,20110110
fact_reseller_sales,SO43668,16,duedatekey,20110612,20110110
fact_reseller_sales,SO43668,17,duedatekey,20110612,20110110
fact_reseller_sales,SO43668,18,duedatekey,20110612,20110110
fact_reseller_sales,SO43668,19,duedatekey,20110612,20110110
fact_reseller_sales,SO43668,20,duedatekey,20110612,20110110
fact_reseller_sales,SO43659,1,employeekey,279,285
fact_reseller_sales,SO43659,2,employeekey,279,285
fact_reseller_sales,SO43659,3,employeekey,279,285
fact_reseller_sales,SO43659,4,employeekey,279,285
fact_reseller_sales,SO43659,5,employeekey,279,285
fact_reseller_sales,SO43659,6,employeekey,279,285
fact_reseller_sales,SO43659,7,employeekey,279,285
fact_reseller_sales,SO43659,8,employeekey,279,285
fact_reseller_sales,SO43659,9,employeekey,279,285
fact_reseller_sales,SO43659,10,employeekey,279,285
fact_reseller_sales,SO43659,11,employeekey,279,285
fact_reseller_sales,SO43659,12,employeekey,279,285
fact_reseller_sales,SO43660,1,employeekey,279,285
fact_reseller_sales,SO43660,2,employeekey,279,285
fact_reseller_sales,SO43661,1,employeekey,282,288
fact_reseller_sales,SO43661,2,employeekey,282,288
fact_reseller_sales,SO43661,3,employeekey,282,288
fact_reseller_sales,SO43661,4,employeekey,282,288
fact_reseller_sales,SO43661,5,employeekey,282,288
fact_reseller_sales,SO43661,6,employeekey,282,288
fact_reseller_sales,SO43661,7,employeekey,282,288
fact_reseller_sales,SO43661,8,employeekey,282,288
fact_reseller_sales,SO43661,9,employeekey,282,288
fact_reseller_sales,SO43661,10,employeekey,282,288
fact_reseller_sales,SO43661,11,employeekey,282,288
fact_reseller_sales,SO43661,12,employeekey,282,288
fact_reseller_sales,SO43661,13,employeekey,282,288
fact_reseller_sales,SO43661,14,employeekey,282,288
fact_reseller_sales,SO43661,15,employeekey,282,288
fact_reseller_sales,SO43662,1,employeekey,282,288
fact_reseller_sales,SO43662,2,employeekey,282,288
fact_reseller_sales,SO43662,3,employeekey,282,288
fact_reseller_sales,SO43662,4,employeekey,282,288
fact_reseller_sales,SO43662,5,employeekey,282,288
fact_reseller_sales,SO43662,6,employeekey,282,288
fact_reseller_sales,SO43662,7,employeekey,282,288
fact_reseller_sales,SO43662,8,employeekey,282,288
fact_reseller_sales,SO43662,9,employeekey,282,288
fact_reseller_sales,SO43662,10,employeekey,282,288
fact_reseller_sales,SO43662,11,employeekey,282,288
fact_reseller_sales,SO43662,12,employeekey,282,288
fact_reseller_sales,SO43662,13,employeekey,282,288
fact_reseller_sales,SO43662,14,employeekey,282,288
fact_reseller_sales,SO43662,15,employeekey,282,288
fact_reseller_sales,SO43662,16,employeekey,282,288
fact_reseller_sales,SO43662,17,employeekey,282,288
fact_reseller_sales,SO43662,18,employeekey,282,288
fact_reseller_sales,SO43662,19,employeekey,282,288
fact_reseller_sales,SO43662,20,employeekey,282,288
fact_reseller_sales,SO43662,21,employeekey,282,288
fact_reseller_sales,SO43662,22,employeekey,282,288
fact_reseller_sales,SO43663,1,employeekey,276,282
fact_reseller_sales,SO43664,1,employeekey,280,286
fact_reseller_sales,SO43664,2,employeekey,280,286
fact_reseller_sales,SO43664,3,employeekey,280,286
fact_reseller_sales,SO43664,4,employeekey,280,286
fact_reseller_sales,SO43664,5,employeekey,280,286
fact_reseller_sales,SO43664,6,employeekey,280,286
fact_reseller_sales,SO43664,7,employeekey,280,286
fact_reseller_sales,SO43664,8,employeekey,280,286
fact_reseller_sales,SO43665,1,employeekey,283,289
fact_reseller_sales,SO43665,2,employeekey,283,289
fact_reseller_sales,SO43665,3,employeekey,283,289
fact_reseller_sales,SO43665,4,employeekey,283,289
fact_reseller_sales,SO43665,5,employeekey,283,289
fact_reseller_sales,SO43665,6,employeekey,283,289
fact_reseller_sales,SO43665,7,employeekey,283,289
fact_reseller_sales,SO43665,8,employeekey,283,289
fact_reseller_sales,SO43665,9,employeekey,283,289
fact_reseller_sales,SO43665,10,employeekey,283,289
fact_reseller_sales,SO43666,1,employeekey,276,282
fact_reseller_sales,SO43666,2,employeekey,276,282
fact_reseller_sales,SO43666,3,employeekey,276,282
fact_reseller_sales,SO43666,4,employeekey,276,282
fact_reseller_sales,SO43666,5,employeekey,276,282
fact_reseller_sales,SO43666,6,employeekey,276,282
fact_reseller_sales,SO43667,1,employeekey,277,283
fact_reseller_sales,SO43667,2,employeekey,277,283
fact_reseller_sales,SO43667,3,employeekey,277,283
fact_reseller_sales,SO43667,4,employeekey,277,283
fact_reseller_sales,SO43668,1,employeekey,282,288
fact_reseller_sales,SO43668,2,employeekey,282,288
fact_reseller_sales,SO43668,3,employeekey,282,288
fact_reseller_sales,SO43668,4,employeekey,282,288
fact_reseller_sales,SO43668,5,employeekey,282,288
