tabla,fila_index,datekey,columna_diferente,valor_postgres,valor_sqlserver
dim_date,564,20060719,fiscalyear,2006,2007
dim_date,565,20060720,fiscalyear,2006,2007
dim_date,566,20060721,fiscalyear,2006,2007
dim_date,567,20060722,fiscalyear,2006,2007
dim_date,568,20060723,fiscalyear,2006,2007
dim_date,569,20060724,fiscalyear,2006,2007
dim_date,570,20060725,fiscalyear,2006,2007
dim_date,571,20060726,fiscalyear,2006,2007
dim_date,572,20060727,fiscalyear,2006,2007
dim_date,573,20060728,fiscalyear,2006,2007
dim_date,574,20060729,fiscalyear,2006,2007
dim_date,575,20060730,fiscalyear,2006,2007
dim_date,576,20060731,fiscalyear,2006,2007
dim_date,577,20060801,fiscalyear,2006,2007
dim_date,578,20060802,fiscalyear,2006,2007
dim_date,579,20060803,fiscalyear,2006,2007
dim_date,580,20060804,fiscalyear,2006,2007
dim_date,581,20060805,fiscalyear,2006,2007
dim_date,582,20060806,fiscalyear,2006,2007
dim_date,583,20060807,fiscalyear,2006,2007
dim_date,584,20060808,fiscalyear,2006,2007
dim_date,585,20060809,fiscalyear,2006,2007
dim_date,586,20060810,fiscalyear,2006,2007
dim_date,587,20060811,fiscalyear,2006,2007
dim_date,588,20060812,fiscalyear,2006,2007
dim_date,589,20060813,fiscalyear,2006,2007
dim_date,590,20060814,fiscalyear,2006,2007
dim_date,591,20060815,fiscalyear,2006,2007
dim_date,592,20060816,fiscalyear,2006,2007
dim_date,593,20060817,fiscalyear,2006,2007
dim_date,594,20060818,fiscalyear,2006,2007
dim_date,595,20060819,fiscalyear,2006,2007
dim_date,596,20060820,fiscalyear,2006,2007
dim_date,597,20060821,fiscalyear,2006,2007
dim_date,598,20060822,fiscalyear,2006,2007
dim_date,599,20060823,fiscalyear,2006,2007
dim_date,600,20060824,fiscalyear,2006,2007
dim_date,601,20060825,fiscalyear,2006,2007
dim_date,602,20060826,fiscalyear,2006,2007
dim_date,603,20060827,fiscalyear,2006,2007
dim_date,604,20060828,fiscalyear,2006,2007
dim_date,605,20060829,fiscalyear,2006,2007
dim_date,606,20060830,fiscalyear,2006,2007
dim_date,607,20060831,fiscalyear,2006,2007
dim_date,608,20060901,fiscalyear,2006,2007
dim_date,609,20060902,fiscalyear,2006,2007
dim_date,610,20060903,fiscalyear,2006,2007
dim_date,611,20060904,fiscalyear,2006,2007
dim_date,612,20060905,fiscalyear,2006,2007
dim_date,613,20060906,fiscalyear,2006,2007
dim_date,614,20060907,fiscalyear,2006,2007
dim_date,615,20060908,fiscalyear,2006,2007
dim_date,616,20060909,fiscalyear,2006,2007
dim_date,617,20060910,fiscalyear,2006,2007
dim_date,618,20060911,fiscalyear,2006,2007
dim_date,619,20060912,fiscalyear,2006,2007
dim_date,620,20060913,fiscalyear,2006,2007
dim_date,621,20060914,fiscalyear,2006,2007
dim_date,622,20060915,fiscalyear,2006,2007
dim_date,623,20060916,fiscalyear,2006,2007
dim_date,624,20060917,fiscalyear,2006,2007
dim_date,625,20060918,fiscalyear,2006,2007
dim_date,626,20060919,fiscalyear,2006,2007
dim_date,627,20060920,fiscalyear,2006,2007
dim_date,628,20060921,fiscalyear,2006,2007
dim_date,629,20060922,fiscalyear,2006,2007
dim_date,630,20060923,fiscalyear,2006,2007
dim_date,631,20060924,fiscalyear,2006,2007
dim_date,632,20060925,fiscalyear,2006,2007
dim_date,633,20060926,fiscalyear,2006,2007
dim_date,634,20060927,fiscalyear,2006,2007
dim_date,635,20060928,fiscalyear,2006,2007
dim_date,636,20060929,fiscalyear,2006,2007
dim_date,637,20060930,fiscalyear,2006,2007
dim_date,638,20061001,fiscalyear,2006,2007
dim_date,639,20061002,fiscalyear,2006,2007
dim_date,640,20061003,fiscalyear,2006,2007
dim_date,641,20061004,fiscalyear,2006,2007
dim_date,642,20061005,fiscalyear,2006,2007
dim_date,643,20061006,fiscalyear,2006,2007
dim_date,644,20061007,fiscalyear,2006,2007
dim_date,645,20061008,fiscalyear,2006,2007
dim_date,646,20061009,fiscalyear,2006,2007
dim_date,647,20061010,fiscalyear,2006,2007
dim_date,648,20061011,fiscalyear,2006,2007
dim_date,649,20061012,fiscalyear,2006,2007
dim_date,650,20061013,fiscalyear,2006,2007
dim_date,651,20061014,fiscalyear,2006,2007
dim_date,652,20061015,fiscalyear,2006,2007
dim_date,653,20061016,fiscalyear,2006,2007
dim_date,654,20061017,fiscalyear,2006,2007
dim_date,655,20061018,fiscalyear,2006,2007
dim_date,656,20061019,fiscalyear,2006,2007
dim_date,657,20061020,fiscalyear,2006,2007
dim_date,658,20061021,fiscalyear,2006,2007
dim_date,659,20061022,fiscalyear,2006,2007
dim_date,660,20061023,fiscalyear,2006,2007
dim_date,661,20061024,fiscalyear,2006,2007
dim_date,662,20061025,fiscalyear,2006,2007
dim_date,663,20061026,fiscalyear,2006,2007
dim_date,664,20061027,fiscalyear,2006,2007
dim_date,665,20061028,fiscalyear,2006,2007
dim_date,666,20061029,fiscalyear,2006,2007
dim_date,667,20061030,fiscalyear,2006,2007
dim_date,668,20061031,fiscalyear,2006,2007
dim_date,669,20061101,fiscalyear,2006,2007
dim_date,670,20061102,fiscalyear,2006,2007
dim_date,671,20061103,fiscalyear,2006,2007
dim_date,672,20061104,fiscalyear,2006,2007
dim_date,673,20061105,fiscalyear,2006,2007
dim_date,674,20061106,fiscalyear,2006,2007
dim_date,675,20061107,fiscalyear,2006,2007
dim_date,676,20061108,fiscalyear,2006,2007
dim_date,677,20061109,fiscalyear,2006,2007
dim_date,678,20061110,fiscalyear,2006,2007
dim_date,679,20061111,fiscalyear,2006,2007
dim_date,680,20061112,fiscalyear,2006,2007
dim_date,681,20061113,fiscalyear,2006,2007
dim_date,682,20061114,fiscalyear,2006,2007
dim_date,683,20061115,fiscalyear,2006,2007
dim_date,684,20061116,fiscalyear,2006,2007
dim_date,685,20061117,fiscalyear,2006,2007
dim_date,686,20061118,fiscalyear,2006,2007
dim_date,687,20061119,fiscalyear,2006,2007
dim_date,688,20061120,fiscalyear,2006,2007
dim_date,689,20061121,fiscalyear,2006,2007
dim_date,690,20061122,fiscalyear,2006,2007
dim_date,691,20061123,fiscalyear,2006,2007
dim_date,692,20061124,fiscalyear,2006,2007
dim_date,693,20061125,fiscalyear,2006,2007
dim_date,694,20061126,fiscalyear,2006,2007
dim_date,695,20061127,fiscalyear,2006,2007
dim_date,696,20061128,fiscalyear,2006,2007
dim_date,697,20061129,fiscalyear,2006,2007
dim_date,698,20061130,fiscalyear,2006,2007
dim_date,699,20061201,fiscalyear,2006,2007
dim_date,700,20061202,fiscalyear,2006,2007
dim_date,701,20061203,fiscalyear,2006,2007
dim_date,702,20061204,fiscalyear,2006,2007
dim_date,703,20061205,fiscalyear,2006,2007
dim_date,704,20061206,fiscalyear,2006,2007
dim_date,705,20061207,fiscalyear,2006,2007
dim_date,706,20061208,fiscalyear,2006,2007
dim_date,707,20061209,fiscalyear,2006,2007
dim_date,708,20061210,fiscalyear,2006,2007
dim_date,709,20061211,fiscalyear,2006,2007
dim_date,710,20061212,fiscalyear,2006,2007
dim_date,711,20061213,fiscalyear,2006,2007
dim_date,712,20061214,fiscalyear,2006,2007
dim_date,713,20061215,fiscalyear,2006,2007
dim_date,714,20061216,fiscalyear,2006,2007
dim_date,715,20061217,fiscalyear,2006,2007
dim_date,716,20061218,fiscalyear,2006,2007
dim_date,717,20061219,fiscalyear,2006,2007
dim_date,718,20061220,fiscalyear,2006,2007
dim_date,719,20061221,fiscalyear,2006,2007
dim_date,720,20061222,fiscalyear,2006,2007
dim_date,721,20061223,fiscalyear,2006,2007
dim_date,722,20061224,fiscalyear,2006,2007
dim_date,723,20061225,fiscalyear,2006,2007
dim_date,724,20061226,fiscalyear,2006,2007
dim_date,725,20061227,fiscalyear,2006,2007
dim_date,726,20061228,fiscalyear,2006,2007
dim_date,727,20061229,fiscalyear,2006,2007
dim_date,728,20061230,fiscalyear,2006,2007
dim_date,729,20061231,fiscalyear,2006,2007
dim_date,911,20070701,fiscalyear,2007,2008
dim_date,912,20070702,fiscalyear,2007,2008
dim_date,913,20070703,fiscalyear,2007,2008
dim_date,914,20070704,fiscalyear,2007,2008
dim_date,915,20070705,fiscalyear,2007,2008
dim_date,916,20070706,fiscalyear,2007,2008
dim_date,917,20070707,fiscalyear,2007,2008
dim_date,918,20070708,fiscalyear,2007,2008
dim_date,919,20070709,fiscalyear,2007,2008
dim_date,920,20070710,fiscalyear,2007,2008
dim_date,921,20070711,fiscalyear,2007,2008
dim_date,922,20070712,fiscalyear,2007,2008
dim_date,923,20070713,fiscalyear,2007,2008
dim_date,924,20070714,fiscalyear,2007,2008
dim_date,925,20070715,fiscalyear,2007,2008
dim_date,926,20070716,fiscalyear,2007,2008
dim_date,927,20070717,fiscalyear,2007,2008
dim_date,928,20070718,fiscalyear,2007,2008
dim_date,929,20070719,fiscalyear,2007,2008
dim_date,930,20070720,fiscalyear,2007,2008
dim_date,931,20070721,fiscalyear,2007,2008
dim_date,932,20070722,fiscalyear,2007,2008
dim_date,933,20070723,fiscalyear,2007,2008
dim_date,934,20070724,fiscalyear,2007,2008
dim_date,935,20070725,fiscalyear,2007,2008
dim_date,936,20070726,fiscalyear,2007,2008
dim_date,937,20070727,fiscalyear,2007,2008
dim_date,938,20070728,fiscalyear,2007,2008
dim_date,939,20070729,fiscalyear,2007,2008
dim_date,940,20070730,fiscalyear,2007,2008
dim_date,941,20070731,fiscalyear,2007,2008
dim_date,942,20070801,fiscalyear,2007,2008
dim_date,943,20070802,fiscalyear,2007,2008
dim_date,944,20070803,fiscalyear,2007,2008
dim_date,945,20070804,fiscalyear,2007,2008
dim_date,946,20070805,fiscalyear,2007,2008
dim_date,947,20070806,fiscalyear,2007,2008
dim_date,948,20070807,fiscalyear,2007,2008
dim_date,949,20070808,fiscalyear,2007,2008
dim_date,950,20070809,fiscalyear,2007,2008
dim_date,951,20070810,fiscalyear,2007,2008
dim_date,952,20070811,fiscalyear,2007,2008
dim_date,953,20070812,fiscalyear,2007,2008
dim_date,954,20070813,fiscalyear,2007,2008
dim_date,955,20070814,fiscalyear,2007,2008
dim_date,956,20070815,fiscalyear,2007,2008
dim_date,957,20070816,fiscalyear,2007,2008
dim_date,958,20070817,fiscalyear,2007,2008
dim_date,959,20070818,fiscalyear,2007,2008
dim_date,960,20070819,fiscalyear,2007,2008
dim_date,961,20070820,fiscalyear,2007,2008
dim_date,962,20070821,fiscalyear,2007,2008
dim_date,963,20070822,fiscalyear,2007,2008
dim_date,964,20070823,fiscalyear,2007,2008
dim_date,965,20070824,fiscalyear,2007,2008
dim_date,966,20070825,fiscalyear,2007,2008
dim_date,967,20070826,fiscalyear,2007,2008
dim_date,968,20070827,fiscalyear,2007,2008
dim_date,969,20070828,fiscalyear,2007,2008
dim_date,970,20070829,fiscalyear,2007,2008
dim_date,971,20070830,fiscalyear,2007,2008
dim_date,972,20070831,fiscalyear,2007,2008
dim_date,973,20070901,fiscalyear,2007,2008
dim_date,974,20070902,fiscalyear,2007,2008
dim_date,975,20070903,fiscalyear,2007,2008
dim_date,976,20070904,fiscalyear,2007,2008
dim_date,977,20070905,fiscalyear,2007,2008
dim_date,978,20070906,fiscalyear,2007,2008
dim_date,979,20070907,fiscalyear,2007,2008
dim_date,980,20070908,fiscalyear,2007,2008
dim_date,981,20070909,fiscalyear,2007,2008
dim_date,982,20070910,fiscalyear,2007,2008
dim_date,983,20070911,fiscalyear,2007,2008
dim_date,984,20070912,fiscalyear,2007,2008
dim_date,985,20070913,fiscalyear,2007,2008
dim_date,986,20070914,fiscalyear,2007,2008
dim_date,987,20070915,fiscalyear,2007,2008
dim_date,988,20070916,fiscalyear,2007,2008
dim_date,989,20070917,fiscalyear,2007,2008
dim_date,990,20070918,fiscalyear,2007,2008
dim_date,991,20070919,fiscalyear,2007,2008
dim_date,992,20070920,fiscalyear,2007,2008
dim_date,993,20070921,fiscalyear,2007,2008
dim_date,994,20070922,fiscalyear,2007,2008
dim_date,995,20070923,fiscalyear,2007,2008
dim_date,996,20070924,fiscalyear,2007,2008
dim_date,997,20070925,fiscalyear,2007,2008
dim_date,998,20070926,fiscalyear,2007,2008
dim_date,999,20070927,fiscalyear,2007,2008
dim_date,1000,20070928,fiscalyear,2007,2008
dim_date,1001,20070929,fiscalyear,2007,2008
dim_date,1002,20070930,fiscalyear,2007,2008
dim_date,1003,20071001,fiscalyear,2007,2008
dim_date,1004,20071002,fiscalyear,2007,2008
dim_date,1005,20071003,fiscalyear,2007,2008
dim_date,1006,20071004,fiscalyear,2007,2008
dim_date,1007,20071005,fiscalyear,2007,2008
dim_date,1008,20071006,fiscalyear,2007,2008
dim_date,1009,20071007,fiscalyear,2007,2008
dim_date,1010,20071008,fiscalyear,2007,2008
dim_date,1011,20071009,fiscalyear,2007,2008
dim_date,1012,20071010,fiscalyear,2007,2008
dim_date,1013,20071011,fiscalyear,2007,2008
dim_date,1014,20071012,fiscalyear,2007,2008
dim_date,1015,20071013,fiscalyear,2007,2008
dim_date,1016,20071014,fiscalyear,2007,2008
dim_date,1017,20071015,fiscalyear,2007,2008
dim_date,1018,20071016,fiscalyear,2007,2008
dim_date,1019,20071017,fiscalyear,2007,2008
dim_date,1020,20071018,fiscalyear,2007,2008
dim_date,1021,20071019,fiscalyear,2007,2008
dim_date,1022,20071020,fiscalyear,2007,2008
dim_date,1023,20071021,fiscalyear,2007,2008
dim_date,1024,20071022,fiscalyear,2007,2008
dim_date,1025,20071023,fiscalyear,2007,2008
dim_date,1026,20071024,fiscalyear,2007,2008
dim_date,1027,20071025,fiscalyear,2007,2008
dim_date,1028,20071026,fiscalyear,2007,2008
dim_date,1029,20071027,fiscalyear,2007,2008
dim_date,1030,20071028,fiscalyear,2007,2008
dim_date,1031,20071029,fiscalyear,2007,2008
dim_date,1032,20071030,fiscalyear,2007,2008
dim_date,1033,20071031,fiscalyear,2007,2008
dim_date,1034,20071101,fiscalyear,2007,2008
dim_date,1035,20071102,fiscalyear,2007,2008
dim_date,1036,20071103,fiscalyear,2007,2008
dim_date,1037,20071104,fiscalyear,2007,2008
dim_date,1038,20071105,fiscalyear,2007,2008
dim_date,1039,20071106,fiscalyear,2007,2008
dim_date,1040,20071107,fiscalyear,2007,2008
dim_date,1041,20071108,fiscalyear,2007,2008
dim_date,1042,20071109,fiscalyear,2007,2008
dim_date,1043,20071110,fiscalyear,2007,2008
dim_date,1044,20071111,fiscalyear,2007,2008
dim_date,1045,20071112,fiscalyear,2007,2008
dim_date,1046,20071113,fiscalyear,2007,2008
dim_date,1047,20071114,fiscalyear,2007,2008
dim_date,1048,20071115,fiscalyear,2007,2008
dim_date,1049,20071116,fiscalyear,2007,2008
dim_date,1050,20071117,fiscalyear,2007,2008
dim_date,1051,20071118,fiscalyear,2007,2008
dim_date,1052,20071119,fiscalyear,2007,2008
dim_date,1053,20071120,fiscalyear,2007,2008
dim_date,1054,20071121,fiscalyear,2007,2008
dim_date,1055,20071122,fiscalyear,2007,2008
dim_date,1056,20071123,fiscalyear,2007,2008
dim_date,1057,20071124,fiscalyear,2007,2008
dim_date,1058,20071125,fiscalyear,2007,2008
dim_date,1059,20071126,fiscalyear,2007,2008
dim_date,1060,20071127,fiscalyear,2007,2008
dim_date,1061,20071128,fiscalyear,2007,2008
dim_date,1062,20071129,fiscalyear,2007,2008
dim_date,1063,20071130,fiscalyear,2007,2008
dim_date,1064,20071201,fiscalyear,2007,2008
dim_date,1065,20071202,fiscalyear,2007,2008
dim_date,1066,20071203,fiscalyear,2007,2008
dim_date,1067,20071204,fiscalyear,2007,2008
dim_date,1068,20071205,fiscalyear,2007,2008
dim_date,1069,20071206,fiscalyear,2007,2008
dim_date,1070,20071207,fiscalyear,2007,2008
dim_date,1071,20071208,fiscalyear,2007,2008
dim_date,1072,20071209,fiscalyear,2007,2008
dim_date,1073,20071210,fiscalyear,2007,2008
dim_date,1074,20071211,fiscalyear,2007,2008
dim_date,1075,20071212,fiscalyear,2007,2008
dim_date,1076,20071213,fiscalyear,2007,2008
dim_date,1077,20071214,fiscalyear,2007,2008
dim_date,1078,20071215,fiscalyear,2007,2008
dim_date,1079,20071216,fiscalyear,2007,2008
dim_date,1080,20071217,fiscalyear,2007,2008
dim_date,1081,20071218,fiscalyear,2007,2008
dim_date,1082,20071219,fiscalyear,2007,2008
dim_date,1083,20071220,fiscalyear,2007,2008
dim_date,1084,20071221,fiscalyear,2007,2008
dim_date,1085,20071222,fiscalyear,2007,2008
dim_date,1086,20071223,fiscalyear,2007,2008
dim_date,1087,20071224,fiscalyear,2007,2008
dim_date,1088,20071225,fiscalyear,2007,2008
dim_date,1089,20071226,fiscalyear,2007,2008
dim_date,1090,20071227,fiscalyear,2007,2008
dim_date,1091,20071228,fiscalyear,2007,2008
dim_date,1092,20071229,fiscalyear,2007,2008
dim_date,1093,20071230,fiscalyear,2007,2008
dim_date,1094,20071231,fiscalyear,2007,2008
dim_date,1277,20080701,fiscalyear,2008,2009
dim_date,1278,20080702,fiscalyear,2008,2009
dim_date,1279,20080703,fiscalyear,2008,2009
dim_date,1280,20080704,fiscalyear,2008,2009
dim_date,1281,20080705,fiscalyear,2008,2009
dim_date,1282,20080706,fiscalyear,2008,2009
dim_date,1283,20080707,fiscalyear,2008,2009
dim_date,1284,20080708,fiscalyear,2008,2009
dim_date,1285,20080709,fiscalyear,2008,2009
dim_date,1286,20080710,fiscalyear,2008,2009
dim_date,1287,20080711,fiscalyear,2008,2009
dim_date,1288,20080712,fiscalyear,2008,2009
dim_date,1289,20080713,fiscalyear,2008,2009
dim_date,1290,20080714,fiscalyear,2008,2009
dim_date,1291,20080715,fiscalyear,2008,2009
dim_date,1292,20080716,fiscalyear,2008,2009
dim_date,1293,20080717,fiscalyear,2008,2009
dim_date,1294,20080718,fiscalyear,2008,2009
dim_date,1295,20080719,fiscalyear,2008,2009
dim_date,1296,20080720,fiscalyear,2008,2009
dim_date,1297,20080721,fiscalyear,2008,2009
dim_date,1298,20080722,fiscalyear,2008,2009
dim_date,1299,20080723,fiscalyear,2008,2009
